instance,pn,pm,tw,tw_lb,minseps,pmcs,iters,time,time_sat,time_bt
pace17mf_12,0,0,3,-1,0,0,0,0.02,0.00,0.00
pace17mf_13,32,56,5,5,0,1725,1731,35.94,35.88,0.03
pace17mf_14,0,0,17,-1,0,0,0,0.04,0.00,0.00
pace17mf_15,err
pace17mf_16,149,8906,-1,89,0,20,109,7200.01,0.00,0.00
pace17mf_17,err
pace17mf_18,38,109,9,9,0,4407,4417,229.45,229.23,0.16
pace17mf_19,121,391,-1,9,0,869,878,7200.01,0.00,0.00
pace17mf_1,err
pace17mf_20,0,0,2,-1,0,0,0,0.02,0.00,0.00
pace17mf_21,err
pace17mf_22,194,15761,-1,111,0,7,118,7200.08,0.00,0.00
pace17mf_23,123,567,-1,10,0,717,727,7200.00,0.00,0.00
pace17mf_24,30,97,10,10,0,1294,1305,31.45,31.35,0.05
pace17mf_25,err
pace17mf_26,96,3789,70,70,0,1446,1517,3441.29,3440.91,0.09
pace17mf_27,0,0,17,-1,0,0,0,0.03,0.00,0.00
pace17mf_28,0,0,33,-1,0,0,0,0.03,0.00,0.00
pace17mf_29,148,312,-1,6,0,360,366,7200.01,0.00,0.00
pace17mf_2,79,2752,65,65,0,100,166,328.15,327.97,0.01
pace17mf_30,121,2004,-1,25,0,30,77,7200.01,0.00,0.00
pace17mf_31,59,159,9,9,0,3955,3965,1430.78,1430.49,0.18
pace17mf_32,339,1479,-1,3,0,0,3,7200.96,0.00,0.00
pace17mf_33,256,27133,-1,132,0,4,136,7200.04,0.00,0.00
pace17mf_34,err
pace17mf_35,err
pace17mf_36,7,11,3,3,0,8,12,0.02,0.00,0.00
pace17mf_37,176,443,-1,6,0,154,160,7200.01,0.00,0.00
pace17mf_38,173,375,-1,5,0,132,137,7200.01,0.00,0.00
pace17mf_39,0,0,175,-1,0,0,0,0.09,0.00,0.00
pace17mf_3,51,492,20,20,0,226,261,429.18,429.09,0.01
pace17mf_40,112,5332,-1,86,0,1106,1192,7200.01,0.00,0.00
pace17mf_41,err
pace17mf_42,38,683,34,34,0,17,52,0.24,0.20,0.00
pace17mf_43,0,0,7,-1,0,0,0,0.01,0.00,0.00
pace17mf_44,87,3228,66,66,0,289,356,880.09,879.87,0.02
pace17mf_45,0,0,3,-1,0,0,0,0.02,0.00,0.00
pace17mf_46,201,520,-1,5,0,33,38,7200.02,0.00,0.00
pace17mf_47,190,1774,-1,11,0,17,28,7200.02,0.00,0.00
pace17mf_48,0,0,96,-1,0,0,0,0.06,0.00,0.00
pace17mf_49,0,0,3,-1,0,0,0,0.36,0.00,0.00
pace17mf_4,0,0,100,-1,0,0,0,0.04,0.00,0.00
pace17mf_50,22,223,19,19,0,7,27,0.05,0.03,0.00
pace17mf_51,29,387,25,25,0,9,35,0.12,0.10,0.00
pace17mf_52,223,498,-1,4,0,25,29,7200.03,0.00,0.00
pace17mf_53,0,0,23,-1,0,0,0,0.04,0.00,0.00
pace17mf_54,0,0,23,-1,0,0,0,0.06,0.00,0.00
pace17mf_55,0,0,23,-1,0,0,0,0.04,0.00,0.00
pace17mf_56,0,0,180,-1,0,0,0,0.18,0.00,0.00
pace17mf_57,err
pace17mf_58,0,0,35,-1,0,0,0,0.03,0.00,0.00
pace17mf_59,116,1283,-1,20,0,238,258,7200.01,0.00,0.00
pace17mf_5,0,0,3,-1,0,0,0,0.02,0.00,0.00
pace17mf_60,0,0,17,-1,0,0,0,0.04,0.00,0.00
pace17mf_61,0,0,23,-1,0,0,0,0.04,0.00,0.00
pace17mf_62,67,1927,53,53,0,127,181,115.05,114.92,0.01
pace17mf_63,0,0,96,-1,0,0,0,3.29,0.00,0.00
pace17mf_64,0,0,96,-1,0,0,0,0.06,0.00,0.00
pace17mf_65,276,749,-1,4,0,5,9,7200.46,0.00,0.00
pace17mf_66,0,0,17,-1,0,0,0,0.04,0.00,0.00
pace17mf_67,48,88,7,7,0,6633,6641,998.49,998.24,0.18
pace17mf_68,err
pace17mf_69,154,9942,-1,99,0,15,114,7200.01,0.00,0.00
pace17mf_6,0,0,23,-1,0,0,0,0.02,0.00,0.00
pace17mf_70,44,77,7,7,0,10221,10229,932.92,932.59,0.27
pace17mf_71,0,0,81,-1,0,0,0,0.10,0.00,0.00
pace17mf_72,285,5229,-1,17,0,0,17,7200.31,0.00,0.00
pace17mf_73,0,0,17,-1,0,0,0,0.06,0.00,0.00
pace17mf_74,0,0,16,-1,0,0,0,0.02,0.00,0.00
pace17mf_75,0,0,20,-1,0,0,0,0.02,0.00,0.00
pace17mf_76,38,625,30,30,0,55,86,0.99,0.96,0.00
pace17mf_77,132,7518,-1,100,0,81,181,7200.01,0.00,0.00
pace17mf_78,151,9651,-1,99,0,34,133,7200.01,0.00,0.00
pace17mf_79,89,3474,73,73,0,527,601,1053.38,1053.09,0.03
pace17mf_7,err
pace17mf_80,err
pace17mf_81,190,15073,-1,111,0,15,126,7200.01,0.00,0.00
pace17mf_82,err
pace17mf_83,155,10241,-1,105,0,17,122,7200.01,0.00,0.00
pace17mf_84,0,0,2,-1,0,0,0,0.02,0.00,0.00
pace17mf_85,0,0,75,-1,0,0,0,0.04,0.00,0.00
pace17mf_86,71,126,5,5,0,1853,1859,3765.17,3764.95,0.07
pace17mf_87,0,0,65,-1,0,0,0,0.02,0.00,0.00
pace17mf_88,err
pace17mf_89,106,4665,76,76,0,455,532,5111.21,5110.82,0.04
pace17mf_8,91,3550,68,68,0,557,626,983.77,983.53,0.03
pace17mf_90,243,462,-1,3,0,0,3,7200.03,0.00,0.00
pace17mf_91,115,245,-1,6,0,784,790,7200.01,0.00,0.00
pace17mf_92,76,158,-1,7,0,2371,2378,7200.01,0.00,0.00
pace17mf_93,err
pace17mf_94,278,5139,-1,15,0,1,16,7200.26,0.00,0.00
pace17mf_95,250,590,-1,3,0,1,4,7200.31,0.00,0.00
pace17mf_96,146,522,-1,8,0,537,557,7200.01,0.00,0.00
pace17mf_97,202,569,-1,4,0,18,22,7200.12,0.00,0.00
pace17mf_98,101,200,-1,6,0,1018,1024,7200.01,0.00,0.00
pace17mf_99,98,237,-1,8,0,1937,1945,7200.00,0.00,0.00
pace17mf_9,22,199,16,16,0,15,32,0.10,0.08,0.00
pace17tw_ex001,215,534,-1,4,0,18,22,7200.02,0.00,0.00
pace17tw_ex003,92,2113,-1,33,0,155,188,7200.01,0.00,0.00
pace17tw_ex005,273,452,-1,3,0,4,7,7200.44,0.00,0.00
pace17tw_ex007,70,227,-1,10,0,5966,5976,7200.00,0.00,0.00
pace17tw_ex009,252,402,-1,3,0,4,7,7200.03,0.00,0.00
pace17tw_ex011,250,590,-1,3,0,1,4,7200.03,0.00,0.00
pace17tw_ex013,56,280,-1,23,0,616,639,7200.00,0.00,0.00
pace17tw_ex015,111,446,-1,9,0,483,492,7200.01,0.00,0.00
pace17tw_ex017,133,253,-1,5,0,902,907,7200.02,0.00,0.00
pace17tw_ex019,234,654,-1,4,0,5,9,7200.31,0.00,0.00
pace17tw_ex021,162,318,-1,4,0,118,122,7200.01,0.00,0.00
pace17tw_ex023,196,398,-1,3,0,96,110,7200.19,0.00,0.00
pace17tw_ex025,92,472,-1,15,0,1644,1659,7200.00,0.00,0.00
pace17tw_ex027,232,647,-1,4,0,5,9,7200.30,0.00,0.00
pace17tw_ex029,101,189,-1,6,0,1911,1917,7200.00,0.00,0.00
pace17tw_ex031,179,320,-1,4,0,158,162,7200.05,0.00,0.00
pace17tw_ex033,268,418,-1,3,0,0,3,7200.26,0.00,0.00
pace17tw_ex035,146,522,-1,8,0,537,557,7200.01,0.00,0.00
pace17tw_ex037,230,533,-1,3,0,0,3,7200.09,0.00,0.00
pace17tw_ex039,56,280,-1,22,0,616,638,7200.00,0.00,0.00
pace17tw_ex041,82,148,-1,6,0,2512,2518,7200.00,0.00,0.00
pace17tw_ex043,141,281,-1,4,0,92,96,7200.01,0.00,0.00
pace17tw_ex045,169,260,-1,3,0,1,4,7200.01,0.00,0.00
pace17tw_ex047,err
pace17tw_ex049,74,239,-1,10,0,4554,4564,7200.00,0.00,0.00
pace17tw_ex051,74,151,-1,8,0,11252,11260,7200.00,0.00,0.00
pace17tw_ex053,106,202,-1,6,0,2403,2409,7200.00,0.00,0.00
pace17tw_ex055,78,337,-1,10,0,4023,4061,7200.00,0.00,0.00
pace17tw_ex057,0,0,117,-1,0,0,0,0.07,0.00,0.00
pace17tw_ex059,202,569,-1,4,0,18,22,7200.11,0.00,0.00
pace17tw_ex061,154,1047,-1,12,0,228,240,7200.01,0.00,0.00
pace17tw_ex063,64,519,-1,29,0,3091,3120,7200.00,0.00,0.00
pace17tw_ex065,50,175,-1,19,0,3550,3569,7200.00,0.00,0.00
pace17tw_ex067,115,231,-1,6,0,1088,1094,7200.01,0.00,0.00
pace17tw_ex069,186,357,-1,4,0,106,110,7200.02,0.00,0.00
pace17tw_ex071,125,230,-1,5,0,785,790,7200.01,0.00,0.00
pace17tw_ex073,err
pace17tw_ex075,98,330,8,8,0,1118,1127,2893.17,2892.55,0.08
pace17tw_ex077,99,203,-1,7,0,5065,5072,7200.01,0.00,0.00
pace17tw_ex079,290,4467,-1,8,0,2,10,7200.60,0.00,0.00
pace17tw_ex081,155,514,-1,5,0,61,66,7200.01,0.00,0.00
pace17tw_ex083,101,200,-1,7,0,4439,4446,7200.01,0.00,0.00
pace17tw_ex085,177,292,-1,3,0,0,3,7200.03,0.00,0.00
pace17tw_ex087,err
pace17tw_ex089,182,351,-1,4,0,132,136,7200.01,0.00,0.00
pace17tw_ex091,155,278,-1,4,0,122,126,7200.01,0.00,0.00
pace17tw_ex093,293,448,-1,2,0,0,2,7200.23,0.00,0.00
pace17tw_ex095,185,470,-1,4,0,7,11,7200.20,0.00,0.00
pace17tw_ex097,231,3352,-1,11,0,9,20,7200.05,0.00,0.00
pace17tw_ex099,err
pace17tw_ex101,0,0,540,-1,0,0,0,1.30,0.00,0.00
pace17tw_ex103,107,210,-1,6,0,1697,1703,7200.02,0.00,0.00
pace17tw_ex105,0,0,540,-1,0,0,0,1.29,0.00,0.00
pace17tw_ex107,98,237,-1,8,0,1937,1945,7200.01,0.00,0.00
pace17tw_ex109,err
pace17tw_ex111,150,277,-1,4,0,254,258,7200.01,0.00,0.00
pace17tw_ex113,89,480,-1,14,0,1187,1201,7200.00,0.00,0.00
pace17tw_ex115,0,0,908,-1,0,0,0,5.11,0.00,0.00
pace17tw_ex117,71,168,-1,9,0,3710,3719,7200.00,0.00,0.00
pace17tw_ex119,84,479,-1,15,0,4789,4804,7200.00,0.00,0.00
pace17tw_ex121,130,1044,-1,6,0,85,91,7200.01,0.00,0.00
pace17tw_ex123,74,554,-1,25,0,2689,2714,7200.00,0.00,0.00
pace17tw_ex125,err
pace17tw_ex127,92,246,-1,8,0,1881,1895,7200.00,0.00,0.00
pace17tw_ex129,212,749,-1,4,0,14,18,7200.07,0.00,0.00
pace17tw_ex131,194,979,-1,5,0,984,1003,7200.14,0.00,0.00
pace17tw_ex133,err
pace17tw_ex135,0,0,87,-1,0,0,0,0.68,0.00,0.00
pace17tw_ex137,178,1040,-1,4,0,4,8,7200.01,0.00,0.00
pace17tw_ex139,149,271,-1,4,0,137,141,7200.05,0.00,0.00
pace17tw_ex141,64,504,-1,29,0,3385,3414,7200.00,0.00,0.00
pace17tw_ex143,86,585,-1,14,0,2220,2234,7200.01,0.00,0.00
pace17tw_ex147,97,598,-1,14,0,656,670,7200.00,0.00,0.00
pace17tw_ex149,354,1263,-1,3,0,40,103,7201.02,0.00,0.00
pace17tw_ex151,234,660,-1,4,0,6,10,7200.28,0.00,0.00
pace17tw_ex153,err
pace17tw_ex155,err
pace17tw_ex157,137,267,-1,4,0,97,101,7200.03,0.00,0.00
pace17tw_ex159,err
pace17tw_ex161,err
pace17tw_ex163,117,234,-1,6,0,1835,1841,7200.01,0.00,0.00
pace17tw_ex165,61,193,-1,12,0,10271,10283,7200.00,0.00,0.00
pace17tw_ex167,341,691,-1,3,0,1,4,7200.49,0.00,0.00
pace17tw_ex169,err
pace17tw_ex171,178,573,-1,4,0,13,17,7200.01,0.00,0.00
pace17tw_ex173,286,605,-1,3,0,4,7,7200.16,0.00,0.00
pace17tw_ex175,213,965,-1,5,0,37,42,7200.03,0.00,0.00
pace17tw_ex177,63,198,-1,12,0,9834,9846,7200.01,0.00,0.00
pace17tw_ex179,111,218,-1,6,0,1418,1424,7200.01,0.00,0.00
pace17tw_ex181,105,724,-1,15,0,716,731,7200.00,0.00,0.00
pace17tw_ex183,105,216,-1,7,0,3129,3136,7200.00,0.00,0.00
pace17tw_ex185,67,208,-1,12,0,10141,10153,7200.00,0.00,0.00
pace17tw_ex187,130,269,-1,5,0,481,486,7200.01,0.00,0.00
pace17tw_ex189,161,4431,-1,26,0,29,55,7200.05,0.00,0.00
pace17tw_ex191,291,1046,-1,3,0,320,347,7200.40,0.00,0.00
pace17tw_ex193,err
pace17tw_ex195,109,206,-1,6,0,2258,2264,7200.00,0.00,0.00
pace17tw_ex197,83,297,-1,10,0,2191,2201,7200.00,0.00,0.00
pace17tw_ex199,175,318,-1,3,0,0,3,7200.01,0.00,0.00
pathfinder,12,43,6,6,0,9,16,0.03,0.01,0.00
pathfinder-pp,12,43,6,6,0,9,16,0.03,0.01,0.00
qg.order100,err
qg.order30,err
qg.order40,err
qg.order60,err
queen10_10,100,1470,-1,33,0,84,117,7200.01,0.00,0.00
queen11_11,121,1980,-1,30,0,0,30,7200.01,0.00,0.00
queen12_12,144,2596,-1,27,0,0,27,7200.01,0.00,0.00
queen13_13,169,3328,-1,26,0,0,26,7200.12,0.00,0.00
queen14_14,196,4186,-1,27,0,0,27,7200.02,0.00,0.00
queen15_15,225,5180,-1,24,0,0,24,7200.06,0.00,0.00
queen16_16,256,6320,-1,23,0,0,23,7200.49,0.00,0.00
queen5_5,25,160,18,18,0,903,922,9.37,9.33,0.01
queen6_6,36,290,25,25,0,1598,1624,178.59,178.52,0.04
queen7_7,49,476,-1,35,0,11445,11480,7200.00,0.00,0.00
queen8_12,96,1368,-1,32,0,84,116,7200.01,0.00,0.00
queen8_8,64,728,-1,35,0,700,735,7200.00,0.00,0.00
queen9_9,81,1056,-1,34,0,81,115,7200.01,0.00,0.00
r125.1c,125,7501,117,117,0,21,139,581.52,581.00,0.00
r125.1,10,24,5,5,0,30,36,0.04,0.02,0.00
r125.5,125,3838,-1,43,0,65,108,7200.01,0.00,0.00
school1,err
school1_nsh,err
ship-ship-pp,30,77,8,8,0,3596,3605,73.50,73.39,0.09
wap01a,err
wap02a,err
wap03a,err
wap04a,err
wap05a,err
wap06a,err
wap07a,err
wap08a,err
water,23,98,9,9,0,120,130,1.30,1.27,0.00
will199GPIA,err
win95pts,20,70,8,8,0,146,155,0.82,0.80,0.00
zeroin.i.1,125,4072,-1,45,0,153,198,7200.01,0.00,0.00
zeroin.i.2,157,3541,-1,30,0,80,110,7200.01,0.00,0.00
zeroin.i.3,157,3540,-1,28,0,49,77,7200.01,0.00,0.00
